Coaching,Flag,Event ID,Recorded Date,Severity,Score,Observations,Vehicle,Driver ID
Coached,Not Flagged,9096-140FG,11-Apr-18,Category 4,275,"Moderate Speeding (<= 10 mph Over Limit), Unsafe Following (1.25 - 2 seconds)",11005,446
,Not Flagged,9096-140CM,05-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,15208,398
Queued,Not Flagged,9096-140CF,11-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),10010,2178
Coached,Not Flagged,9096-140C7,11-Apr-18,Category 2,195,Incomplete Stop at Light,13051,979
Not In Queue,Not Flagged,9096-140BB,11-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10005,2186
Not In Queue,Not Flagged,9096-140AT,10-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10037,911
Queued,Not Flagged,9096-1409Z,11-Apr-18,Category 2,195,Incomplete Stop at Light,15007,1705
Queued,Not Flagged,9096-14097,10-Apr-18,Category 3,226,"Near Collision with Vehicle in Transport, Unsafe Lane Change/Merging/Passing",10037,911
Queued,Not Flagged,9096-14090,10-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),10037,911
Not In Queue,Not Flagged,9096-1408W,10-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10037,911
Queued,Not Flagged,9096-1407S,11-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),12023,169
Not In Queue,Not Flagged,9096-1407Q,09-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),17004,487
Not In Queue,Not Flagged,9096-1407J,11-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),12023,169
Not In Queue,Not Flagged,9096-1404Q,04-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),12008,198
Not In Queue,Not Flagged,9096-1404N,04-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),12008,198
Not In Queue,Not Flagged,9096-1404H,04-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),12008,198
,Not Flagged,9096-1402V,11-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,12221,1301
Queued,Not Flagged,9096-1402Q,10-Apr-18,Category 3,224,"Moderate Speeding (<= 10 mph Over Limit), Unsafe Following (2.25 - 3 seconds)",12020,1888
Queued,Not Flagged,9096-1402M,10-Apr-18,Category 4,275,Excessive Speeding (> 10 mph Over Limit),12020,1888
Queued,Not Flagged,9096-1402F,11-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),13002,1288
Coached,Not Flagged,9096-14027,11-Apr-18,Category 4,275,Failure to Attempt to Stop at Light,7026,619
Not In Queue,Not Flagged,9096-1401C,10-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10010,1510
Queued,Not Flagged,9096-1400X,10-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),12024,35
Queued,Not Flagged,9096-1400V,10-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),10030,1761
Queued,Not Flagged,9096-13ZZ3,11-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,12023,169
,Not Flagged,9096-13ZXG,10-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,17201,2123
,Not Flagged,9096-13ZW9,11-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,15203,1717
,Not Flagged,9096-13ZVZ,11-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),16207,1190
Not In Queue,Not Flagged,9096-13ZRN,11-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),14013,450
,Not Flagged,9096-13ZRH,11-Apr-18,Category 2,195,Incomplete Stop at Light,16207,1190
Queued,Not Flagged,9096-13ZRB,11-Apr-18,Category 3,224,"Moderate Speeding (<= 10 mph Over Limit), Unsafe Following (2.25 - 3 seconds)",10032,911
Queued,Not Flagged,9096-13ZQV,11-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,10017,2123
Coached,Not Flagged,9096-13ZK6,10-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),17026,1695
Queued,Not Flagged,9096-13ZF3,10-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,17044,20
Queued,Not Flagged,9096-13ZDR,10-Apr-18,Category 3,226,Unsafe Braking,14019,1389
Queued,Not Flagged,9096-13ZD9,10-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),15009,1048
Queued,Not Flagged,9096-13ZCJ,10-Apr-18,Category 4,275,Excessive Speeding (> 10 mph Over Limit),15020,2087
Queued,Not Flagged,9096-13ZCA,10-Apr-18,Category 3,244,"Incomplete Stop at Stop Sign, Moderate Speeding (<= 10 mph Over Limit)",13008,2123
Coached,Not Flagged,9096-13ZC4,10-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),12013,52
Coached,Not Flagged,9096-13ZBV,10-Apr-18,Category 4,275,Excessive Speeding (> 10 mph Over Limit),12013,52
Queued,Not Flagged,9096-13ZBS,10-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,118,2123
Not In Queue,Not Flagged,9096-13ZB3,10-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9939,2144
Queued,Not Flagged,9096-13ZAM,10-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,5062,2123
Queued,Not Flagged,9096-13Z9M,10-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,10035,2123
,Not Flagged,9096-13Z82,10-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,12204,374
Not In Queue,Not Flagged,9096-13Z7Z,10-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9036,1318
Not In Queue,Not Flagged,9096-13Z7R,10-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9042,604
Queued,Not Flagged,9096-13Z7B,10-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,13009,2159
Queued,Not Flagged,9096-13Z6W,10-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,7004,908
Queued,Not Flagged,9096-13Z62,10-Apr-18,Category 3,226,"Near Collision with Vehicle in Transport, Not Scanning Road Ahead",9939,2144
Queued,Not Flagged,9096-13Z3X,10-Apr-18,Category 2,195,Incomplete Stop at Light,13009,2159
Queued,Not Flagged,9096-13Z3W,10-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,12026,2045
Queued,Not Flagged,9096-13Z3R,10-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,10060,1415
Not In Queue,Not Flagged,9096-13Z3B,10-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10060,1415
Coached,Not Flagged,9096-13Z2M,10-Apr-18,Category 3,226,Unsafe Braking,12024,1115
Queued,Not Flagged,9096-13Z1W,10-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),10021,1076
Not In Queue,Not Flagged,9096-13Z1N,04-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10034,2164
Queued,Not Flagged,9096-13Z1F,10-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),10032,1410
Queued,Not Flagged,9096-13Z13,10-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),7022,2139
Not In Queue,Not Flagged,9096-13Z0M,10-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),13005,970
,Not Flagged,9096-13YY7,10-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),16220,577
Not In Queue,Not Flagged,9096-13YY2,10-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),16220,577
Coached,Not Flagged,9096-13YXB,10-Apr-18,Category 4,275,Exceeded Maximum Fleet Speed,16216,244
Not In Queue,Not Flagged,9096-13YX5,10-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),7013,2144
Queued,Not Flagged,9096-13YW7,10-Apr-18,Category 4,275,Failure to Attempt to Stop at Light,12025,2040
Not In Queue,Not Flagged,9096-13YW2,10-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10007,950
Queued,Not Flagged,9096-13YVG,10-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),7018,607
Queued,Not Flagged,9096-13YVB,10-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,7029,51
Queued,Not Flagged,9096-13YTJ,10-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,9029,1617
Coached,Not Flagged,9096-13YT8,10-Apr-18,Category 3,226,Unsafe Braking,17022,1115
Coached,Not Flagged,9096-13YSM,10-Apr-18,Category 4,275,Failure to Attempt to Stop at Light,11010,2164
Not In Queue,Not Flagged,9096-13YSH,10-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),12027,181
Coached,Not Flagged,9096-13YQ7,10-Apr-18,Category 4,275,Failure to Attempt to Stop at Light,4014,1663
Queued,Not Flagged,9096-13YN7,10-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,11005,1883
,Not Flagged,9096-13YMR,03-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,12223,2123
,Not Flagged,9096-13YMJ,03-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,12223,2123
Coached,Not Flagged,9096-13YJQ,10-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),7031,1875
Queued,Not Flagged,9096-13YG9,09-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),210,609
Queued,Not Flagged,9096-13YG6,09-Apr-18,Category 4,275,Unsafe Following (<= 1 second),210,609
Not In Queue,Not Flagged,9096-13YG4,09-Apr-18,Category 0,0,Unsafe Following (1.25 - 2 seconds),210,609
Queued,Not Flagged,9096-13YG2,09-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),210,609
Queued,Not Flagged,9096-13YG1,09-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),210,609
Queued,Not Flagged,9096-13YFZ,09-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),210,609
Queued,Not Flagged,9096-13YFX,09-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),210,609
Queued,Not Flagged,9096-13YFW,09-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),210,609
Queued,Not Flagged,9096-13YFT,09-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),210,609
Queued,Not Flagged,9096-13YFS,09-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),210,609
Not In Queue,Not Flagged,9096-13YEV,04-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),17029,4
Not In Queue,Not Flagged,9096-13YET,04-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),17029,4
Coached,Not Flagged,9096-13YBS,03-Apr-18,Category 2,195,Incomplete Stop at Light,10053,21
Not In Queue,Not Flagged,9096-13Y8Z,09-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),206,146
Not In Queue,Not Flagged,9096-13Y6C,09-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),7002,942
Not In Queue,Not Flagged,9096-13Y33,09-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),6016,1700
Coached,Not Flagged,9096-13Y1V,09-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),17001,542
Not In Queue,Not Flagged,9096-13Y0T,09-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9941,915
Queued,Not Flagged,9096-13Y0K,09-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),9010,1191
Not In Queue,Not Flagged,9096-13Y0D,09-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),14003,2123
Queued,Not Flagged,9096-13XYS,09-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),7024,224
Queued,Not Flagged,9096-13XYF,09-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),8110,1640
Coached,Not Flagged,9096-13XX8,09-Apr-18,Category 2,195,Incomplete Stop at Light,10069,1110
Not In Queue,Not Flagged,9096-13XX5,09-Apr-18,Category 1,49,Unsafe Following (3.25 - 4 seconds),16206,2150
Coached,Not Flagged,9096-13XWQ,09-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),13034,864
Queued,Not Flagged,9096-13XWB,09-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),15010,1048
Queued,Not Flagged,9096-13XW0,09-Apr-18,Category 2,195,Incomplete Stop at Light,15018,2159
Not In Queue,Not Flagged,9096-13XTW,09-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),13037,813
Not In Queue,Not Flagged,9096-13XRT,09-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),15003,1982
,Not Flagged,9096-13XPS,09-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,6024,1546
,Not Flagged,9096-13XMV,09-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,17222,1251
Not In Queue,Not Flagged,9096-13XM8,09-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),13003,2057
Not In Queue,Not Flagged,9096-13XGE,03-Apr-18,Category 1,49,"Unsafe Following (3.25 - 4 seconds), Yawning",9051,2123
Queued,Not Flagged,9096-13XG3,03-Apr-18,Category 2,175,"Unsafe Following (2.25 - 3 seconds), Yawning",9051,1415
Queued,Not Flagged,9096-13XFQ,03-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),9051,1415
Queued,Not Flagged,9096-13XFP,03-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),9051,1415
Queued,Not Flagged,9096-13XFM,03-Apr-18,Category 3,226,"Unsafe Following (1.25 - 2 seconds), Yawning",9051,1415
Queued,Not Flagged,9096-13XFK,03-Apr-18,Category 2,175,"Unsafe Following (2.25 - 3 seconds), Yawning",9051,1415
Queued,Not Flagged,9096-13XFH,03-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),9051,1415
Coached,Not Flagged,9096-13XF7,09-Apr-18,Category 4,275,Failure to Attempt to Stop at Light,15012,2049
Coached,Not Flagged,9096-13XE9,05-Apr-18,Category 3,226,Unsafe Lane Change/Merging/Passing,4011,1359
Coached,Not Flagged,9096-13XE7,05-Apr-18,Category 3,226,Unsafe Lane Change/Merging/Passing,4011,1359
Queued,Not Flagged,9096-13XDF,06-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),12031,376
,Not Flagged,9096-13XBY,04-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,12211,1751
Not In Queue,Not Flagged,9096-13XBP,05-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),6024,646
Not In Queue,Not Flagged,9096-13X9Q,08-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),17028,955
Queued,Not Flagged,9096-13X9M,08-Apr-18,Category 3,226,Unsafe Braking,17039,2123
Coached,Not Flagged,9096-13X8T,08-Apr-18,Category 4,501,"Failure to Attempt to Stop at Light, Unsafe Braking",12017,969
Not In Queue,Not Flagged,9096-13X8P,06-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),17037,78
Queued,Not Flagged,9096-13X7B,05-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),17040,1172
Not In Queue,Not Flagged,9096-13X39,07-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),17016,2104
Queued,Not Flagged,9096-13X37,07-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),17023,537
Coached,Not Flagged,9096-13X2Q,07-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,14005,1517
Coached,Flagged,9096-13X2P,07-Apr-18,Category 4,275,Failure to Attempt to Stop at Light,14015,542
Not In Queue,Not Flagged,9096-13X1R,07-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),14004,2123
Not In Queue,Not Flagged,9096-13X1F,07-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11016,2123
Queued,Not Flagged,9096-13X0W,07-Apr-18,Category 3,244,"Incomplete Stop at Stop Sign, Moderate Speeding (<= 10 mph Over Limit)",7043,2123
Not In Queue,Not Flagged,9096-13X0S,07-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11018,1945
Queued,Not Flagged,9096-13X04,07-Apr-18,Category 3,226,Unsafe Braking,12006,1802
Queued,Not Flagged,9096-13WXB,07-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,12014,300
Queued,Not Flagged,9096-13WWE,07-Apr-18,Category 3,226,"Near Collision with Vehicle in Transport, Unsafe Following (1.25 - 2 seconds)",7033,2196
Queued,Not Flagged,9096-13WV3,07-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,12001,1108
Not In Queue,Not Flagged,9096-13WT5,07-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),11012,970
Not In Queue,Not Flagged,9096-13WRT,07-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),12013,916
Coached,Flagged,9096-13WMT,06-Apr-18,Category 4,324,"Failure to Yield to Pedestrian(s), Near Collision with Pedestrian, Other Task",12016,300
Queued,Not Flagged,9096-13WKQ,06-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),4009,1214
Queued,Not Flagged,9096-13WGW,06-Apr-18,Category 4,275,Failure to Attempt to Stop at Light,9008,2143
Queued,Not Flagged,9096-13WG8,06-Apr-18,Category 4,275,Excessive Speeding (> 10 mph Over Limit),13005,1237
Queued,Not Flagged,9096-13WG6,06-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,15002,41
Not In Queue,Not Flagged,9096-13WF3,06-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),14017,1657
Not In Queue,Not Flagged,9096-13WCV,04-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),14018,646
Queued,Not Flagged,9096-13WBG,06-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,7028,564
,Not Flagged,9096-13WBC,03-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,15206,2123
,Not Flagged,9096-13WA9,02-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),14018,1546
Queued,Not Flagged,9096-13WA0,02-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),14016,1811
,Not Flagged,9096-13W9Z,02-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),14018,1546
,Not Flagged,9096-13W8E,04-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,15221,2123
Not In Queue,Not Flagged,9096-13W8C,05-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),7020,169
Queued,Not Flagged,9096-13W89,06-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),7028,564
Not In Queue,Not Flagged,9096-13W87,06-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),7053,979
,Not Flagged,9096-13W7N,03-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,15206,2123
,Not Flagged,9096-13W7M,03-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,15206,2123
Coached,Flagged,9096-13W6C,06-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),7059,363
,Not Flagged,9096-13W5K,03-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,15206,2123
Not In Queue,Not Flagged,9096-13W57,06-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),15004,1731
,Not Flagged,9096-13W56,06-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,12223,291
Not In Queue,Not Flagged,9096-13W3Q,04-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10034,2164
Not In Queue,Not Flagged,9096-13W3D,05-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),6024,646
,Not Flagged,9096-13W3A,04-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,15221,2123
Not In Queue,Not Flagged,9096-13W13,06-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9042,627
Not In Queue,Not Flagged,9096-13W0N,06-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),10028,550
Queued,Not Flagged,9096-13VY4,06-Apr-18,Category 3,226,Unsafe Braking,9036,42
Queued,Not Flagged,9096-13VXG,06-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),13040,166
Coached,Not Flagged,9096-13VVF,06-Apr-18,Category 4,275,"Failure to Yield to Vehicle(s), Near Collision with Vehicle in Transport",14221,2155
Coached,Not Flagged,9096-13VTJ,06-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),9038,1359
Not In Queue,Not Flagged,9096-13VPX,06-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),13002,1864
Queued,Not Flagged,9096-13VPD,06-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,12028,1447
Queued,Not Flagged,9096-13VMB,06-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,7041,1883
Queued,Not Flagged,9096-13VJP,05-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,17028,2123
Queued,Not Flagged,9096-13VJK,05-Apr-18,Category 2,195,Incomplete Stop at Stop Sign,17029,2123
Not In Queue,Not Flagged,9096-13VGR,05-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),17019,208
Not In Queue,Not Flagged,9096-13VGG,05-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),17017,2123
Queued,Not Flagged,9096-13VGC,05-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),14005,1250
Not In Queue,Not Flagged,9096-13VFW,02-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),17203,2123
Queued,Not Flagged,9096-13VE2,02-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),9055,2196
Queued,Not Flagged,9096-13VE1,02-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),9055,2196
Queued,Not Flagged,9096-13VE0,02-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),9055,2196
Queued,Not Flagged,9096-13VDZ,02-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),9055,2196
Queued,Not Flagged,9096-13VDA,05-Apr-18,Category 3,226,Unsafe Following (1.25 - 2 seconds),5062,1077
Coached,Not Flagged,9096-13VC4,05-Apr-18,Category 3,226,Unsafe Lane Change/Merging/Passing,7008,2035
Queued,Not Flagged,9096-13VAJ,05-Apr-18,Category 2,195,Incomplete Stop at Light,12046,609
Queued,Not Flagged,9096-13V88,05-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),5056,617
Queued,Not Flagged,9096-13V7X,05-Apr-18,Category 3,226,Unsafe Braking,11027,2123
Coached,Not Flagged,9096-13V6T,05-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),12013,1736
Not In Queue,Not Flagged,9096-13V61,05-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9022,64
Coached,Not Flagged,9096-13V58,05-Apr-18,Category 2,175,Unsafe Following (2.25 - 3 seconds),11009,782
,Not Flagged,9096-13V4V,05-Apr-18,Category 4,501,"Operating Other Mobile Device, Unsafe Following (1.25 - 2 seconds)",16220,2217
Not In Queue,Not Flagged,9096-13V3V,05-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9027,1750
Not In Queue,Not Flagged,9096-13V26,05-Apr-18,Category 1,49,Moderate Speeding (<= 10 mph Over Limit),9027,1750
